isim,takim,ülke,maas,pozisyon,yas,sezon,macsayisi,golsayisi,dakika,ilkonbir
Hidetoshi Wakui,Gnistan,Japonya,0-500,Ortasaha,30-40,10,199,0-100,13086,185
Giorgi Nadiradze,Shevardeni 1906,Gürcistan,0-500,Kaleci,25-30,8,221,0-100,19641,221
Giorgi Gvelesiani,Sepahan,Gürcistan,0-500,Defans,25-30,8,158,0-100,13491,151
Levan Kakubava,Saburtalo,Gürcistan,0-500,Defans,30-40,11,235,0-100,19094,216
Nika Kvekveskiri,Tobol,Gürcistan,0-500,Ortasaha,25-30,11,250,0-100,19641,217
Semir Hadzibulic,Novi Pazar,Sýrbistan,0-500,Ortasaha,30-40,7,145,0-100,11576,134
Irakli Lekvtadze,Dila Gori,Gürcistan,0-500,Ortasaha,25-30,11,188,0-100,10509,117
Giorgi Tekturmanidze,Dila Gori,Gürcistan,0-500,Ortasaha,30-40,7,83,0-100,5181,59
Goga Beraia,Dinamo Tbilisi,Gürcistan,0-500,Ortasaha,30-40,1,4,0-100,77,2
Jambul Jighauri,Dinamo Batumi,Gürcistan,0-500,Ortasaha,25-30,9,247,0-100,15654,171
Roberto Anghinetti,Dinamo Tbilisi,Brezilya,0-500,Forvet,30-40,2,9,0-100,546,6
Andrian Negai,Milsami,Moldova,0-500,Kaleci,30-40,4,12,0-100,1080,12
Valentin Furdui,Palanga,Moldova,0-500,Ortasaha,30-40,7,62,0-100,3842,47
Ismael Valadez,Leones Negros Udeg,Meksika,0-500,Forvet,30-40,7,164,0-100,11671,125
Francisco Gonzalez,Toluca,Meksika,0-500,Ortasaha,30-40,2,9,0-100,456,4
Juan Nunez,Tijuana,Meksika,500-1000,Defans,30-40,7,201,0-100,16660,185
Levente Jova,Budapest Vasas,Macaristan,0-500,Kaleci,25-30,10,201,0-100,17895,199
Istvan Rodenbucher,Paksi SE,Macaristan,0-500,Defans,30-40,8,71,0-100,5429,63
Josue Castillejos,Leones Negros Udeg,Meksika,0-500,Ortasaha,30-40,1,8,0-100,520,5
Daniel Svab,Tiszakecske,Macaristan,0-500,Defans,30-40,9,138,0-100,11413,127
Liban Abdi,Mjolner,Norveç,500-1000,Ortasaha,30-40,8,134,0-100,9044,111
Bence Toth,Gyirmot,Macaristan,0-500,Ortasaha,30-40,9,142,0-100,9815,118
Dani Hernandez,Tenerife,Venezuela,500-1000,Kaleci,30-40,10,280,0-100,24957,278
Oswaldo Vizcarrondo,Troyes,Venezuela,500-1000,Defans,30-40,9,267,0-100,22727,252
Grenddy Perozo,Atletico Venezuela,Venezuela,0-500,Defans,30-40,10,245,0-100,20212,232
Alexander Gonzalez,Malaga,Venezuela,1000-10000,Defans,25-30,11,297,0-100,19872,217
Jose Granados,Mineros De Guayana,Venezuela,0-500,Defans,30-40,9,185,0-100,15336,177
Giacomo Di Giorgi,Deportivo Lara,Venezuela,0-500,Ortasaha,30-40,9,226,0-100,18862,210
David Holman,Slovan Bratislava,Macaristan,0-500,Ortasaha,25-30,9,211,0-100,14230,178
Luis Manuel Seijas,Santa Fe,Venezuela,1000-10000,Ortasaha,30-40,10,312,0-100,20622,238
Franklin Lucena,Portuguesa FC,Venezuela,0-500,Ortasaha,30-40,12,243,0-100,18951,223
Daniel Arismendi,Atletico Venezuela,Venezuela,0-500,Forvet,30-40,6,79,0-100,3481,46
Leomar Francisco,Caxias,Brezilya,0-500,Defans,30-40,4,31,0-100,2444,30
Manvel Afrikyan,Ararat Yerevan,Ermenistan,0-500,Kaleci,30-40,2,3,0-100,272,2
Tigran Hakhnazaryan,Alashkert,Ermenistan,0-500,Defans,30-40,5,39,0-100,3255,34
Tengiz Ugrekhelidze,Ulisses,Gürcistan,0-500,Defans,30-40,4,13,0-100,1154,13
Franck Julienne,Le Mans FC,Fransa,0-500,Forvet,25-30,5,80,0-100,4364,44
Alessandro Bassoli,Pordenone Calcio,Ýtalya,0-500,Defans,30-40,9,186,0-100,14396,163
Aram Bareghamyan,Urartu,Ermenistan,0-500,Ortasaha,30-40,9,146,0-100,10146,119
Lie Tseke,Van,Kongo,0-500,Ortasaha,25-30,4,26,0-100,1982,24
Avetik Kirakosyan,Ararat Yerevan,Ermenistan,0-500,Ortasaha,30-40,2,7,0-100,340,4
Danny Green,Concord Rangers,Ýngiltere,0-500,Ortasaha,30-40,9,193,0-100,9392,111
Mihran Manasyan,Van,Ermenistan,0-500,Forvet,30-40,10,190,0-100,10421,134
Gevorg Nranyan,Gandzasar,Ermenistan,0-500,Forvet,30-40,9,172,0-100,11899,139
Ewerton,Hamburg,Brezilya,1000-10000,Defans,30-40,11,188,0-100,15197,175
Shota Jikia,Shevardeni 1906,Gürcistan,0-500,Forvet,30-40,11,159,0-100,9555,103
Patrik Banovic,Zlate Moravce,Slovakya,0-500,Defans,25-30,5,55,0-100,4503,50
Patrik Carnota,Spartak Trnava II,Slovakya,0-500,Defans,30-40,5,16,0-100,1064,14
Zdenko Kapralik,Army United,Çek Cumhuriyeti,0-500,Defans,30-40,8,139,0-100,11556,128
Jan Carnota,Opava,Slovakya,0-500,Defans,30-40,1,2,0-100,,1
Boubacar Diallo,Al Ahed,Gine,0-500,Defans,30-40,1,6,0-100,540,6
Marek Kascak,Bad Vöslau,Slovakya,0-500,Ortasaha,30-40,4,27,0-100,1694,23
Tomas Mikinic,Odra Opole,Slovakya,0-500,Ortasaha,25-30,9,213,0-100,13298,151
Jan Petras,Spartak Trnava,Slovakya,0-500,Ortasaha,30-40,1,7,0-100,377,5
Radoslav Ciprys,Skalica,Slovakya,0-500,Ortasaha,30-40,5,57,0-100,3823,45
Martin Mikovic,Spartak Trnava,Slovakya,0-500,Ortasaha,30-40,9,217,0-100,15578,192
Roman Prochazka,Gornik Zabrze,Slovakya,500-1000,Ortasaha,30-40,10,234,0-100,17887,214
Lubomir Bernath,Spartak Trnava,Slovakya,0-500,Forvet,30-40,1,4,0-100,199,3
Sales Coimbra,Bohemians Praha,Brezilya,0-500,Forvet,30-40,2,6,0-100,152,2
Koro Kone,Servette,Fildiþi Sahili,0-500,Forvet,30-40,10,200,0-100,12589,147
Jaroslav Machovec,Nitra,Slovakya,0-500,Defans,30-40,8,181,0-100,13147,155
Erik Sabo,Fatih Karagümrük,Slovakya,500-1000,Ortasaha,25-30,10,253,0-100,18251,221
Nenad Matic,Igalo,Karadað,0-500,Defans,25-30,2,4,0-100,316,4
Gavrilo Petrovic,Berane,Karadað,0-500,Defans,30-40,5,19,0-100,1553,19
Ivan Novovic,OFK Titograd,Karadað,0-500,Defans,30-40,11,251,0-100,20905,240
Milos Krkotic,Feronikeli,Karadað,0-500,Ortasaha,30-40,9,127,0-100,7351,108
Meliton Hernandez,Veracruz,Meksika,1000-10000,Kaleci,30-40,9,166,0-100,14592,161
Alex Marc Blazquez,UE Santa Coloma,Andorra,0-500,Defans,30-40,3,5,0-100,114,1
Felipe Gonçalves,FC Santa Coloma,Andorra,0-500,Defans,25-30,2,7,0-100,546,6
Alex Roca Villano,UE Santa Coloma,Andorra,0-500,Defans,25-30,3,16,0-100,1260,16
Boris Codina,UE Santa Coloma,Andorra,0-500,Forvet,30-40,7,21,0-100,1209,20
Gerard Aloy Soler,UE Santa Coloma,Andorra,0-500,Forvet,30-40,6,11,0-100,731,10
Carles Sirvan Jimenez,UE Santa Coloma,Andorra,0-500,Ortasaha,30-40,2,4,0-100,360,4
Victor Cuadros,UE Santa Coloma,Ýspanya,0-500,Forvet,30-40,7,20,0-100,1072,15
Josep Vall,UE Santa Coloma,Andorra,0-500,Forvet,25-30,4,18,0-100,538,15
Aitor Pereira,UE Santa Coloma,Andorra,0-500,Ortasaha,25-30,5,7,0-100,208,2
Galder Cerrajeria,Burgos,Ýspanya,0-500,Ortasaha,30-40,8,192,0-100,12856,149
Attila Kovacs,Csakvari TK,Macaristan,0-500,Kaleci,30-40,5,10,0-100,948,9
Mate Kiss,Paksi SE,Macaristan,0-500,Kaleci,30-40,3,5,0-100,90,5
Attila Fiola,MOL Fehervar,Macaristan,500-1000,Defans,30-40,10,269,0-100,21656,246
Janos Szabo,Paksi SE,Macaristan,0-500,Defans,30-40,11,213,0-100,17711,207
Zsolt Gevay,Paksi SE,Macaristan,0-500,Defans,30-40,9,198,0-100,16423,192
Tamas Balo,Paksi SE,Macaristan,0-500,Ortasaha,30-40,10,111,0-100,7732,88
Tamas Csehi,Ajka,Macaristan,0-500,Ortasaha,30-40,5,52,0-100,3978,47
Zsolt Haraszti,Paksi SE,Macaristan,0-500,Ortasaha,25-30,10,167,0-100,10352,124
Istvan Nagy,Ajka,Macaristan,0-500,Ortasaha,30-40,8,156,0-100,10926,125
Patrick Rakovsky,FC Lahti,Almanya,0-500,Kaleci,25-30,9,155,0-100,13689,150
Daniel Böde,Paksi SE,Macaristan,500-1000,Ortasaha,30-40,10,312,100-200,19948,250
Tibor Heffler,Ajka,Macaristan,0-500,Defans,30-40,11,228,0-100,18370,207
Tamas Sifter,Soproni VSE,Macaristan,0-500,Ortasaha,30-40,7,120,0-100,9896,115
Laszlo Bartha,Pecsi MFC,Macaristan,0-500,Forvet,30-40,12,235,0-100,15412,195
Jozsef Magasfoldi,Paksi SE,Macaristan,0-500,Forvet,30-40,1,11,0-100,356,9
Roland Bohner,Mosonmagyarovari TE,Macaristan,0-500,Forvet,30-40,4,56,0-100,4043,49
Sasa Dreven,Rotenberg,Hýrvatistan,0-500,Kaleci,30-40,8,93,0-100,8189,91
Ante Mrmic,NK Varazdin,Hýrvatistan,0-500,Kaleci,25-30,8,54,0-100,4534,50
Josip Kvesic,Sibenik,Bosna-Hersek,0-500,Defans,30-40,12,172,0-100,13300,149
Nikola Tkalcic,NK Varazdin,Hýrvatistan,0-500,Defans,30-40,12,225,0-100,17131,199
Mario Brlecic,Gaj Mace,Hýrvatistan,0-500,Defans,30-40,10,136,0-100,8474,95
Adam Susac,Osnabrück,Hýrvatistan,0-500,Defans,30-40,11,213,0-100,18140,201
Adnan Aganovic,Sepsi,Hýrvatistan,0-500,Ortasaha,30-40,12,307,0-100,22120,257
Dejan Glavica,NK Varazdin,Hýrvatistan,1000-10000,Ortasaha,25-30,11,245,0-100,14854,170
Marko Pajac,Cagliari,Hýrvatistan,500-1000,Ortasaha,25-30,8,146,0-100,8543,93
Filip Skvorc,Kapfenberger SV,Hýrvatistan,0-500,Ortasaha,25-30,8,153,0-100,9929,107
Samuel Martins,Lusitanos,Portekiz,0-500,Defans,30-40,1,1,0-100,90,1
Bruno Pinheiro,Lusitanos,Portekiz,0-500,Defans,30-40,2,5,0-100,238,5
Luis Pinto,Lusitanos,Portekiz,0-500,Ortasaha,30-40,4,8,0-100,539,7
Luis dos Reis,Lusitanos,Portekiz,0-500,Forvet,30-40,5,16,0-100,574,14
Pedro Reis,UE Santa Coloma,Portekiz,0-500,Forvet,30-40,5,17,0-100,513,14
Haldgrimur Hansen,IF Fuglafjordur,Faroe Adalarý,0-500,Kaleci,25-30,4,11,0-100,865,9
Jan Ellingsgaard,IF Fuglafjordur,Faroe Adalarý,0-500,Defans,30-40,10,129,0-100,9646,113
Fritleif i Lambanum,IF Fuglafjordur,Faroe Adalarý,0-500,Defans,30-40,9,85,0-100,5946,68
Aki Petersen,IF Fuglafjordur,Faroe Adalarý,0-500,Defans,30-40,6,22,0-100,1749,20
Danjal a Lakjuni,IF Fuglafjordur,Faroe Adalarý,0-500,Ortasaha,30-40,10,110,0-100,6648,77
Karl Lokin,IF Fuglafjordur,Faroe Adalarý,0-500,Ortasaha,25-30,10,178,0-100,14185,164
Högni Zachariasen,IF Fuglafjordur,Faroe Adalarý,0-500,Ortasaha,30-40,4,15,0-100,1105,12
Frank Poulsen,IF Fuglafjordur,Faroe Adalarý,0-500,Ortasaha,30-40,6,41,0-100,2401,26
Ari Ellingsgaard,IF Fuglafjordur,Faroe Adalarý,0-500,Forvet,25-30,11,149,0-100,10646,127
Nenad Saric,IF Fuglafjordur,Sýrbistan,0-500,Forvet,30-40,5,39,0-100,2702,34
Margeir Toftegaard,IF Fuglafjordur,Faroe Adalarý,0-500,Forvet,25-30,3,13,0-100,456,5
Aron Josepsson,KR Reykjavik,Ýzlanda,0-500,Defans,30-40,10,112,0-100,7921,88
Asgeir Örn Olafsson,KR Reykjavik,Ýzlanda,0-500,Ortasaha,30-40,1,7,0-100,292,2
Egill Jonsson,Vartans IK,Ýzlanda,0-500,Ortasaha,25-30,10,64,0-100,4256,45
Viktor Arnarsson,HK Kopavogur,Ýzlanda,0-500,Ortasaha,30-40,8,75,0-100,4274,54
Dofri Snorrason,Vikingur Reykjavik,Ýzlanda,0-500,Defans,30-40,9,104,0-100,7870,95
David Einarsson,Fram Reykjavik,Ýzlanda,0-500,Forvet,25-30,1,10,0-100,610,9
Simon Spender,The New Saints,Galler,0-500,Defans,30-40,10,201,0-100,16888,196
Chris Williams,The New Saints,Ýngiltere,0-500,Ortasaha,30-40,2,8,0-100,146,5
Marcus Giglio,Connahs Quay,Ýngiltere,0-500,Ortasaha,25-30,3,26,0-100,1573,17
Gregory Draper,The New Saints,Galler,0-500,Forvet,30-40,10,260,100-200,10850,161
Jack Duffin,Portadown FC,Kuzey Ýrlanda,0-500,Kaleci,25-30,2,9,0-100,721,8
Ciaran Donaghy,Carrick Rangers,Kuzey Ýrlanda,0-500,Defans,30-40,2,4,0-100,180,4
Eamonn Seydak,Institute FC,Kuzey Ýrlanda,0-500,Defans,30-40,7,45,0-100,3340,41
Dermot McVeigh,Warrenpoint Town,Kuzey Ýrlanda,0-500,Defans,30-40,6,111,0-100,9424,104
Kevin Bradley,Larne FC,Kuzey Ýrlanda,0-500,Defans,25-30,3,9,0-100,657,8
Barry Holland,Larne FC,Kuzey Ýrlanda,0-500,Defans,30-40,4,72,0-100,5829,70
Ciaran Caldwell,Cliftonville,Kuzey Ýrlanda,0-500,Ortasaha,30-40,7,105,0-100,7010,90
George McMullan,Cliftonville,Kuzey Ýrlanda,0-500,Ortasaha,30-40,5,71,0-100,3628,60
Martin Donnelly,Larne FC,Kuzey Ýrlanda,0-500,Ortasaha,30-40,10,189,0-100,12372,158
Emmet Templeton,Ards FC,Kuzey Ýrlanda,0-500,Ortasaha,25-30,2,3,0-100,118,1
Mark Clarke,Carrick Rangers,Kuzey Ýrlanda,0-500,Ortasaha,30-40,5,62,0-100,4050,51
Jody Lynch,Carrick Rangers,Kuzey Ýrlanda,0-500,Ortasaha,30-40,3,5,0-100,53,1
Joe Gormley,Cliftonville,Kuzey Ýrlanda,0-500,Forvet,30-40,10,244,100-200,15050,224
Rory Donnelly,Glentoran FC,Kuzey Ýrlanda,0-500,Forvet,25-30,10,218,0-100,14783,165
Kelvin Mellor,Morecambe,Ýngiltere,0-500,Ortasaha,25-30,9,284,0-100,23209,260
Anton Bjarnason,ÝB Vestmannaeyjar,Ýzlanda,0-500,Ortasaha,30-40,1,1,0-100,90,1
Oskar Oskarsson,ÝB Vestmannaeyjar,Ýzlanda,0-500,Ortasaha,25-30,6,73,0-100,5360,61
Luke Montebello,Birkirkara,Malta,0-500,Forvet,25-30,8,148,0-100,7801,104
Terence Vella,Gudja United,Malta,0-500,Forvet,30-40,10,123,0-100,6400,76
Arsen Sykaj,Teuta Durres,Arnavutluk,0-500,Defans,30-40,6,134,0-100,11020,126
Edon Hasani,Ankara Keçiörengücü,Arnavutluk,0-500,Ortasaha,25-30,8,184,0-100,11642,133
Sadush Danaj,Burreli,Arnavutluk,0-500,Ortasaha,30-40,8,144,0-100,11059,128
Armando Vajushi,Petrolul 52,Arnavutluk,0-500,Ortasaha,25-30,9,142,0-100,8873,105
Valdan Nimani,Veleçiku Koplik,Arnavutluk,0-500,Ortasaha,30-40,6,142,0-100,9330,110
Alis Baci,Teuta Durres,Arnavutluk,0-500,Ortasaha,25-30,1,2,0-100,103,1
Jakub Slowik,Vegalta Sendai,Polonya,0-500,Kaleci,25-30,10,197,0-100,17598,197
Grzegorz Sandomierski,CFR Cluj,Polonya,1000-10000,Kaleci,30-40,10,173,0-100,15307,170
El Mehdi Sidqy,Victoria Hotspurs,Fas,0-500,Defans,30-40,4,23,0-100,1810,21
Alexis Norambuena,Colina,Þili,0-500,Defans,30-40,8,140,0-100,11307,131
Dawid Plizga,Katowice,Polonya,500-1000,Ortasaha,30-40,7,171,0-100,10360,118
Vladimir Kukol,Podbrezova,Slovakya,0-500,Defans,30-40,9,183,0-100,13221,155
Ermin Seratlic,Rudar Pljevlja,Karadað,0-500,Forvet,30-40,10,100,0-100,6250,65
Nikita Kalmykov,Irtysh Pavlodar,Kazakistan,0-500,Kaleci,30-40,6,51,0-100,4590,51
Anton Tsirin,Kyzyl-Zhar,Kazakistan,0-500,Kaleci,30-40,6,66,0-100,5895,65
Yeldos Akhmetov,Kaisar,Kazakistan,0-500,Defans,30-40,10,129,0-100,9907,116
Alibek Ayaganov,Kyzyl-Zhar,Kazakistan,0-500,Ortasaha,25-30,6,25,0-100,993,10
Predrag Govedarica,Kabel Novi Sad,Sýrbistan,0-500,Defans,30-40,9,130,0-100,10823,123
Pavel Shabalin,Irtysh Pavlodar,Kazakistan,0-500,Ortasaha,30-40,8,104,0-100,5131,59
Saljadin Mustafi,Shkupi,Kuzey Makedonya,0-500,Kaleci,25-30,5,33,0-100,2830,32
Visar Musliu,MOL Fehervar,Kuzey Makedonya,0-500,Defans,25-30,7,237,0-100,19839,223
Ersen Asani,Altona 93,Kuzey Makedonya,0-500,Defans,25-30,4,39,0-100,2821,31
Dusan Simovski,Renova,Kuzey Makedonya,0-500,Defans,30-40,2,9,0-100,519,8
Sasko Ristov,Renova,Kuzey Makedonya,0-500,Defans,30-40,2,9,0-100,413,8
Muarem Bajrami,Shkupi,Kuzey Makedonya,0-500,Ortasaha,30-40,9,170,0-100,12614,159
Fisnik Nuhi,Renova,Kuzey Makedonya,0-500,Ortasaha,30-40,2,8,0-100,570,8
Argjent Gafuri,Renova,Kuzey Makedonya,0-500,Ortasaha,30-40,9,199,0-100,14895,175
Bashkim Velija,Renova,Kuzey Makedonya,0-500,Ortasaha,25-30,7,145,0-100,11961,132
Ismail Ismaili,Renova,Kuzey Makedonya,0-500,Forvet,30-40,3,8,0-100,545,2
Saimir Fetai,Renova,Kuzey Makedonya,0-500,Forvet,30-40,9,133,0-100,8552,95
Aaron Hogg,Carrick Rangers,Kuzey Ýrlanda,0-500,Kaleci,30-40,8,111,0-100,9887,110
Calum Birney,Glenavon FC,Kuzey Ýrlanda,0-500,Defans,25-30,9,142,0-100,11705,132
Ross Davison,Glentoran FC,Kuzey Ýrlanda,0-500,Defans,25-30,1,1,0-100,,1
David Howland,Glentoran FC,Kuzey Ýrlanda,0-500,Ortasaha,30-40,4,16,0-100,1061,15
Jamie McGovern,Cliftonville,Kuzey Ýrlanda,0-500,Defans,30-40,9,172,0-100,14223,161
Jim OHanlon,Glentoran FC,Kuzey Ýrlanda,0-500,Ortasaha,25-30,4,27,0-100,838,15
John McGuigan,Glentoran FC,Kuzey Ýrlanda,0-500,Ortasaha,25-30,7,73,0-100,4781,57
Martin Murray,Carrick Rangers,Kuzey Ýrlanda,0-500,Forvet,25-30,5,109,0-100,6227,73
Matko Obradovic,Mura,Hýrvatistan,0-500,Kaleci,25-30,7,135,0-100,12150,135
Igor Nenezic,Jadran Dekani,Slovenya,0-500,Kaleci,30-40,8,71,0-100,6289,71
Miha Blazic,Ferencvaros,Slovenya,0-500,Defans,25-30,10,254,0-100,21645,248
Ivica Guberac,Koper,Slovenya,0-500,Defans,30-40,9,144,0-100,10760,126
Aljaz Struna,Houston Dynamo,Slovenya,500-1000,Defans,30-40,10,220,0-100,18510,213
Damir Hadzic,Koper,Slovenya,0-500,Defans,30-40,7,144,0-100,11301,134
Matej Palcic,Koper,Slovenya,0-500,Ortasaha,25-30,10,145,0-100,11484,133
Leo Stulac,Empoli,Slovenya,1000-10000,Forvet,25-30,8,199,0-100,13819,160
Filip Timov,Sileks,Kuzey Makedonya,0-500,Ortasaha,25-30,5,79,0-100,5314,66
Aleksandr Grigorenko,Kaisar,Kazakistan,0-500,Kaleci,30-40,6,103,0-100,9148,102
Andrei Poryvaev,Isloch Minsk,Belarus,0-500,Defans,30-40,6,49,0-100,3896,46
Yevgeni Tarasov,Shakhter Karagandy,Kazakistan,0-500,Defans,30-40,9,92,0-100,6558,71
Gediminas Vicius,Panerys Vilnius,Litvanya,0-500,Ortasaha,30-40,6,54,0-100,3849,45
Vadim Borovski,Zhetysu,Kazakistan,0-500,Ortasaha,30-40,3,14,0-100,373,7
Vitali Li,Ordabasy Shymkent,Kazakistan,0-500,Ortasaha,25-30,7,84,0-100,2996,34
Aldin Dzidic,Sloboda Tuzla,Bosna-Hersek,0-500,Defans,30-40,6,73,0-100,6014,72
Toktar Zhangylyshbay,Ordabasy Shymkent,Kazakistan,0-500,Forvet,25-30,7,129,0-100,5969,67
Boris Bacak,Dugopolje,Bosna-Hersek,0-500,Kaleci,30-40,2,20,0-100,1800,20
Danijel Kozul,Siroki Brijeg,Bosna-Hersek,0-500,Defans,30-40,10,87,0-100,2971,32
Slavko Brekalo,Celik Zenica,Bosna-Hersek,0-500,Defans,30-40,9,169,0-100,14519,165
Mario Ljubic,Siroki Brijeg,Bosna-Hersek,0-500,Ortasaha,30-40,4,31,0-100,1523,16
Dino Coric,Siroki Brijeg,Bosna-Hersek,0-500,Ortasaha,30-40,12,211,0-100,16111,194
Ante Serdarusic,Croatia Zmijavci,Hýrvatistan,0-500,Ortasaha,30-40,9,74,0-100,6167,71
Goran Zakaric,Borac Banja Luka,Bosna-Hersek,0-500,Ortasaha,25-30,11,278,0-100,19279,239
Mario Kvesic,Olimpija Ljubljana,Bosna-Hersek,0-500,Ortasaha,25-30,10,201,0-100,10943,124
Ante Pinjuh,Imotski,Bosna-Hersek,0-500,Forvet,30-40,4,32,0-100,1509,15
Mateo Roskam,UKM FC,Hýrvatistan,0-500,Forvet,30-40,10,85,0-100,4836,86
Elvis Dzafic,FK Sarajevo,Slovenya,0-500,Kaleci,30-40,8,117,0-100,10265,114
Boban Jovic,Slask Wroclaw,Slovenya,500-1000,Defans,25-30,8,156,0-100,12574,143
Erik Salkic,Tabor Sezana,Slovenya,0-500,Defans,30-40,8,111,0-100,8342,92
Matic Fink,Olimpija Ljubljana,Slovenya,0-500,Defans,30-40,10,175,0-100,12858,147
Djordje Ivelja,Zemun,Sýrbistan,0-500,Ortasaha,30-40,6,101,0-100,6742,84
Nik Omladic,Hansa Rostock,Slovenya,1000-10000,Ortasaha,30-40,10,181,0-100,11990,146
Anze Zorc,NK Bravo,Slovenya,0-500,Ortasaha,25-30,6,112,0-100,6337,78
Filip Valencic,Inter Turku,Slovenya,0-500,Forvet,25-30,10,215,0-100,13194,162
Milos Dragojevic,Buducnost Podgorica,Karadað,0-500,Kaleci,30-40,10,143,0-100,12826,144
Damir Ljuljanovic,Kom,Karadað,0-500,Kaleci,25-30,6,162,0-100,14444,161
Jasmin Agovic,Mladost Ljeskopolje,Karadað,0-500,Kaleci,25-30,10,121,0-100,10717,119
Ilija Radovic,Petrovac,Karadað,0-500,Defans,30-40,5,85,0-100,6674,81
Djordjije Djikanovic,Buducnost Podgorica,Karadað,0-500,Defans,30-40,2,4,0-100,266,4
Nijazim Padovic,Decic Tuzi,Karadað,0-500,Defans,30-40,5,58,0-100,4900,57
Radivoje Golubovic,Kom,Karadað,0-500,Defans,30-40,9,79,0-100,3560,47
Adnan Orahovac,Prachuap,Karadað,0-500,Defans,25-30,8,181,0-100,15311,176
Boris Tatar,Buducnost Dobanovci,Karadað,0-500,Defans,25-30,4,53,0-100,3849,46
Flavio Junior,PSIS Semarang,Brezilya,0-500,Ortasaha,30-40,9,158,0-100,12576,145
Stefan Cicmil,Sutjeska Niksic,Karadað,0-500,Ortasaha,30-40,12,167,0-100,13243,159
Nikola Vukcevic,Levante,Karadað,1000-10000,Ortasaha,25-30,10,271,0-100,19179,232
Sasa Medenica,Buducnost Podgorica,Karadað,0-500,Ortasaha,25-30,1,10,0-100,586,5
Luka Rotkovic,Bangladesh Police,Karadað,0-500,Forvet,30-40,10,95,0-100,4437,56
Dragan Boskovic,Chonburi,Karadað,0-500,Forvet,30-40,11,192,100-200,13943,184
Admir Adrovic,Buducnost Podgorica,Karadað,0-500,Forvet,25-30,2,24,0-100,241,23
Darko Nikac,Gjilani,Karadað,0-500,Forvet,30-40,11,187,0-100,11635,136
Halim Begaj,Korabi Peshkopi,Arnavutluk,0-500,Defans,30-40,4,63,0-100,4310,54
Oriad Beqiri,Besa Kavaje,Arnavutluk,0-500,Defans,30-40,7,122,0-100,9410,107
Polizoi Arberi,Kukesi,Arnavutluk,0-500,Ortasaha,30-40,6,76,0-100,5899,73
Gerhard Progni,Gjilani,Afganistan,0-500,Ortasaha,30-40,10,251,0-100,18416,228
Franc Veliu,Gjilani,Arnavutluk,0-500,Defans,30-40,9,142,0-100,10425,126
Taulant Kuqi,Oriku,Arnavutluk,0-500,Ortasaha,30-40,9,200,0-100,15147,167
Bruno Telushi,Neftçi Baku PFK,Arnavutluk,0-500,Ortasaha,30-40,10,218,0-100,17261,208
Lejdi Liçaj,Flamurtari Vlore,Arnavutluk,0-500,Forvet,30-40,7,142,0-100,10191,111
Ardit Shehaj,Teuta Durres,Arnavutluk,0-500,Forvet,30-40,6,126,0-100,5938,69
Onils Idrizaj,Flamurtari Vlore,Arnavutluk,0-500,Forvet,25-30,4,29,0-100,1775,18
Martin Kobylanski,Braunschweig,Polonya,0-500,Forvet,25-30,10,212,0-100,13565,160
Charles Nwaogu,Bytovia Bytow,Nijerya,0-500,Forvet,30-40,4,30,0-100,1925,24
Tobias Steffen,Rödinghausen,Almanya,0-500,Forvet,25-30,8,128,0-100,6924,89
Oscar Vera,Veracruz,Meksika,0-500,Ortasaha,30-40,5,94,0-100,6149,71
Neil Etheridge,Birmingham,Filipinler,500-1000,Kaleci,30-40,12,252,0-100,22590,252
Nils Teixeira,Bonner SC,Almanya,0-500,Defans,30-40,10,216,0-100,17958,202
Tobias Henneböle,Mallorca,Almanya,0-500,Defans,25-30,5,87,0-100,6353,68
Markus Hofmeier,Wormatia Worms,Almanya,0-500,Ortasaha,25-30,2,4,0-100,159,2
Ju-Tae Yun,FC Seoul,Güney Kore,0-500,Forvet,30-40,9,164,0-100,5919,58
Yannick Stark,Dynamo Dresden,Almanya,0-500,Ortasaha,30-40,9,247,0-100,17421,191
Kevin Müller,Heidenheim,Almanya,500-1000,Kaleci,25-30,9,243,0-100,21810,243
Matthias Holst,Hansa Rostock,Almanya,0-500,Defans,30-40,2,48,0-100,3988,45
Michael Wiemann,Paderborn,Almanya,0-500,Defans,30-40,7,170,0-100,13911,159
Mohammed Lartey,Hansa Rostock,Gana,500-1000,Ortasaha,30-40,2,35,0-100,2533,29
Kevin Pannewitz,Carl Zeiss Jena,Almanya,500-1000,Ortasaha,25-30,7,88,0-100,5892,68
Radovan Vujanovic,Oedt,Sýrbistan,0-500,Forvet,30-40,6,76,0-100,6017,70
Tom Weilandt,Bochum,Almanya,500-1000,Ortasaha,25-30,8,185,0-100,10618,113
Stephan Gusche,Wehen Wiesbaden,Almanya,0-500,Defans,30-40,4,16,0-100,1012,12
Lucas Albrecht,Kickers Offenbach,Almanya,0-500,Forvet,30-40,9,190,0-100,14390,173
Tino Semmer,Wacker Nordhausen,Almanya,0-500,Forvet,30-40,7,117,0-100,6076,79
Johannes Brinkies,FSV Zwickau,Almanya,0-500,Kaleci,25-30,8,189,0-100,16793,186
Björn Ziegenbein,Energie Cottbus,Almanya,0-500,Ortasaha,30-40,10,131,0-100,7596,88
Tobias Janicke,Saarbrücken,Almanya,0-500,Ortasaha,30-40,11,322,0-100,24424,278
Pelle Jensen,Hoffenheim II,Almanya,0-500,Defans,25-30,3,30,0-100,2136,26
